title,judge,makes,difficulty,hands_on_time,baking_time,ingredients,recipe_image,judge_image
Lottie’s Cheeseburger Steamed Buns,Lottie,8,Needs skill,1 hr 45 mins,45 mins,"[<div class=""recipe-sidebar__section__content"">
<h5>For the dough:</h5>
<p>300g plain flour, plus extra for dusting</p>
<p>20g caster sugar </p>
<p>1 tsp instant dried yeast </p>
<p>1 tsp baking powder</p>
<p>1 tbsp vegetable oil</p>
<p>1 tsp fine salt</p>
<p>170ml lukewarm water</p>
<p>Green and red food-colouring gels </p>
<p>1 tbsp whole milk, for brushing</p>
<p>2 tbsp black and white sesame seeds, to decorate</p>
</div>, <div class=""recipe-sidebar__section__content"">
<h5>For the filling:</h5>
<p>250g 5%-fat minced beef </p>
<p>1 tbsp onion granules </p>
<p>½ tsp garlic powder</p>
<p>1 small red onion</p>
<p>1 tsp vegetable oil</p>
<p>4 rashers of unsmoked back bacon</p>
<p>4 slices processed cheese singles </p>
<p>4 cornichons </p>
<p>4 sundried tomatoes, in oil, drained and patted dry </p>
<p>Salt and freshly ground black pepper</p>
</div>, <div class=""recipe-sidebar__section__content"">
<h5>You will need:</h5>
<p>10cm squares of baking paper x 10 </p>
<p>5cm round cookie cutter</p>
<p>Saucepan with a steamer-basket insert, or two-tiered bamboo steamer </p>
</div>]",https://thegreatbritishbakeoff.co.uk/wp-content/uploads/2020/10/201008_023_BurgerBaoBuns-1024x450.jpg,https://thegreatbritishbakeoff.co.uk/wp-content/uploads/2020/09/Lottie1-100x100.jpg
Dave’s Chicken Shaped Katsu Curry Buns,Dave,8,Needs skill,1 hr 45 mins,45 mins,"[<div class=""recipe-sidebar__section__content"">
<h5>For the bun dough:</h5>
<p>315g plain flour</p>
<p>23g caster sugar</p>
<p>½ tsp sea salt</p>
<p>¾ tsp baking powder</p>
<p>¾ tsp instant dried yeast </p>
<p>¾ tbsp vegetable oil </p>
<p>160–185ml lukewarm water </p>
<p>1½ tsp ground turmeric </p>
<p>Red, orange and black food-colouring gels </p>
</div>, <div class=""recipe-sidebar__section__content"">
<h5>For the filling:</h5>
<p>1 tsp vegetable oil</p>
<p>1 small onion, finely chopped</p>
<p>1 carrot, finely chopped</p>
<p>1 celery stick, finely chopped</p>
<p>1 small garlic clove, finely chopped</p>
<p>½ tsp ground ginger</p>
<p>2 tsp medium curry powder </p>
<p>¼ tsp ground turmeric</p>
<p>150ml full-fat coconut milk</p>
<p>2 tsp dark soy sauce </p>
<p>1½ tsp agave syrup</p>
<p>1 tbsp corn flour </p>
<p>200g chicken mini fillets, chopped into 5mm dice </p>
</div>, <div class=""recipe-sidebar__section__content"">
<h5>You will need:</h5>
<p>10cm squares of baking paper x 8 </p>
<p>Small piping nozzle (optional)</p>
<p>Saucepan with a steamer-basket insert, or two-tiered bamboo steamer</p>
</div>]",https://thegreatbritishbakeoff.co.uk/wp-content/uploads/2020/10/201008_024_ChickenKatsuBaoBuns-1024x450.jpg,https://thegreatbritishbakeoff.co.uk/wp-content/uploads/2020/09/Dave-100x100.jpg
Hermine’s Moroccan Tagine Pasties,Hermine,8 or 9,Easy,1 hr 30 mins,30 mins,"[<div class=""recipe-sidebar__section__content"">
<h5>For the filling:</h5>
<p>5 large garlic cloves, sliced</p>
<p>1 tsp ground ginger</p>
<p>1 tsp salt</p>
<p>½ tsp cayenne pepper</p>
<p>2 tsp paprika</p>
<p>½ tsp ground cinnamon</p>
<p>1 preserved lemon, roughly chopped</p>
<p>½ tsp ground turmeric</p>
<p>1 tbsp ground allspice</p>
<p>½ tsp ground cumin</p>
<p>¼ tsp ground cloves </p>
<p>3 tbsp olive oil</p>
<p>500g lean lamb, cut into 1cm cubes</p>
<p>1 tbsp cornflour</p>
<p>3 onions, finely chopped</p>
<p>1 large red pepper, deseeded and diced</p>
<p>150g drained chickpeas from a tin</p>
<p>50g raisins </p>
<p>1 tbsp chopped coriander </p>
<p>1 tbsp chopped parsley</p>
<p>1 lamb stock cube</p>
<p>1 tsp freshly ground black pepper</p>
<p>2 tsp clear honey</p>
</div>, <div class=""recipe-sidebar__section__content"">
<h5>For the pastry:</h5>
<p>675g plain flour </p>
<p>210g unsalted butter, chilled</p>
<p>210g beef dripping, chilled</p>
<p>1½ tsp salt</p>
<p>230ml ice-cold water </p>
<p>1 egg, beaten</p>
</div>, <div class=""recipe-sidebar__section__content"">
<h5>You will need:</h5>
<p>19cm side plate </p>
<p>2 baking sheets, lined with baking paper </p>
</div>]",https://thegreatbritishbakeoff.co.uk/wp-content/uploads/2020/10/201008_021_MorrocanTaginePasties-1024x450.jpg,https://thegreatbritishbakeoff.co.uk/wp-content/uploads/2020/09/Hermine-100x100.jpg
"Laura’s Proper Tasty Leek, Potato & Pancetta Pasties",Laura,8 or 9,Needs skill,2 hrs,35 mins,"[<div class=""recipe-sidebar__section__content"">
<h5>For the flaky pastry:</h5>
<p>360g unsalted butter, plus 180g cubed and chilled</p>
<p>900g plain flour</p>
<p>3 tsp salt</p>
<p>225ml ice-cold water, plus extra if needed</p>
</div>, <div class=""recipe-sidebar__section__content"">
<h5>For the filling:</h5>
<p>500g waxy potatoes, peeled</p>
<p>3 leeks, finely sliced </p>
<p>1 large onion, finely sliced</p>
<p>2 tbsp extra-virgin olive oil</p>
<p>2 tbsp chopped thyme leaves</p>
<p>Generous grinding of black pepper, plus extra to season</p>
<p>Good pinch of salt</p>
<p>400g smoked pancetta, diced</p>
<p>100ml double cream </p>
<p>2 tsp Dijon mustard</p>
<p>Pinch of chilli flakes</p>
<p>300g mature cheddar, grated </p>
<p>2 egg yolks, beaten</p>
</div>, <div class=""recipe-sidebar__section__content"">
<h5>You will need:</h5>
<p>19cm side plate </p>
<p>2 baking sheets, lined with baking paper</p>
</div>]",https://thegreatbritishbakeoff.co.uk/wp-content/uploads/2020/10/201008_022B_LeekPotatoPasties-1024x450.jpg,https://thegreatbritishbakeoff.co.uk/wp-content/uploads/2020/09/Laura-100x100.jpg
Mark’s Aloo Gobi & Paneer Pasties,Mark,10,Needs skill,1 hr 45 mins,40 mins,"[<div class=""recipe-sidebar__section__content"">
<h5>For the pastry:</h5>
<p>750g strong white bread flour, plus extra for dusting</p>
<p>2 tsp hot chilli powder </p>
<p>2 tsp salt</p>
<p>200g lard</p>
<p>35g margarine</p>
<p>1 large egg yolk</p>
<p>245ml chilled water</p>
<p>1 egg, beaten, to seal and glaze</p>
</div>, <div class=""recipe-sidebar__section__content"">
<h5>For the roasted cauliflower:</h5>
<p>1 cauliflower, diced into small pieces (400g when chopped)</p>
<p>1½ tsp ground turmeric </p>
<p>1½ tsp ground cumin </p>
<p>1½ tsp ground coriander seeds </p>
<p>¾ tsp hot chilli powder </p>
<p>½ tsp salt</p>
<p>2 tbsp vegetable oil</p>
</div>, <div class=""recipe-sidebar__section__content"">
<h5>For the filling:</h5>
<p>1 onion, finely chopped</p>
<p>300g paneer, chopped into 1cm cubes</p>
<p>3 small potatoes, peeled and chopped into 1cm cubes</p>
<p>3 garlic cloves, finely chopped </p>
<p>2cm piece of fresh ginger, grated</p>
<p>1 red bird’s eye chilli, deseeded and finely chopped</p>
<p>1 tsp ground turmeric </p>
<p>1½ tsp amchur powder </p>
<p>1½ tsp ground cumin </p>
<p>1 tsp salt</p>
<p>2 tbsp tomato purée</p>
<p>30g coriander, leaves and stems chopped</p>
<p>125g frozen peas</p>
<p>50g ghee </p>
</div>, <div class=""recipe-sidebar__section__content"">
<h5>You will need:</h5>
<p>19cm plate or round cutter </p>
</div>]",https://thegreatbritishbakeoff.co.uk/wp-content/uploads/2020/10/200905_018B_AlooGobiPaneerPasties-1024x450.jpg,https://thegreatbritishbakeoff.co.uk/wp-content/uploads/2020/09/Mark-100x100.jpg
Mark’s Gimme S’more Brownies,Mark,10,Easy,1 hr,35 mins,"[<div class=""recipe-sidebar__section__content"">
<h5>For the brownie mixture:</h5>
<p>140g unsalted butter </p>
<p>115g 70% dark chocolate chips </p>
<p>1 tsp espresso powder </p>
<p>150g light brown soft sugar </p>
<p>100g caster sugar</p>
<p>½ tsp vanilla extract paste</p>
<p>3 eggs </p>
<p>½ tsp salt</p>
<p>40g cocoa powder </p>
<p>60g plain flour </p>
<p>50g white chocolate chunks</p>
<p>50g milk chocolate chunks </p>
</div>, <div class=""recipe-sidebar__section__content"">
<h5>For the cookie base:</h5>
<p>90g unsalted butter, at room temperature</p>
<p>30g light brown soft sugar </p>
<p>60g golden caster sugar </p>
<p>1 egg yolk</p>
<p>1 tsp vanilla paste </p>
<p>115g plain flour </p>
<p>½ tsp salt </p>
<p>¼ tsp bicarbonate of soda </p>
<p>¼ tsp baking powder</p>
<p>90g milk chocolate chunks</p>
</div>, <div class=""recipe-sidebar__section__content"">
<h5>For the Italian meringue:</h5>
<p>115g caster sugar</p>
<p>2 egg whites </p>
<p>60g dried cranberries </p>
</div>, <div class=""recipe-sidebar__section__content"">
<h5>You will need:</h5>
<p>23cm springform cake tin, greased, then dusted with 2 tsp cocoa powder<br/>
sugar thermometer</p>
<p>Large piping bag fitted with a large ribbon nozzle </p>
<p>Kitchen blowtorch </p>
</div>]",https://thegreatbritishbakeoff.co.uk/wp-content/uploads/2020/10/200905_017B_GimmeSmore-1024x450.jpg,https://thegreatbritishbakeoff.co.uk/wp-content/uploads/2020/09/Mark-100x100.jpg
Hermine’s Smoked Salmon & Chive Soda Bread,Hermine,1 loaf,Easy,40 mins,35-40 mins,"[<div class=""recipe-sidebar__section__content"">
<h5>For the bread:</h5>
<p>200g plain flour</p>
<p>2 tbsp plain wholemeal flour </p>
<p>2 tbsp spelt flour </p>
<p>½ tsp baking powder </p>
<p>1 tsp bicarbonate of soda </p>
<p>½ tsp cream of tartar </p>
<p>2 tbsp porridge oats </p>
<p>3 tsp onion powder </p>
<p>30g salted butter, chilled </p>
<p>120g smoked salmon, very finely chopped</p>
<p>50g gruyère cheese, grated</p>
<p>15g chives, finely snipped</p>
<p>Good pinch of freshly ground black pepper </p>
<p>1 large egg </p>
<p>160ml buttermilk</p>
<p>1 tbsp runny honey </p>
</div>, <div class=""recipe-sidebar__section__content"">
<h5>For the dill and black garlic butter:</h5>
<p>300ml double cream</p>
<p>1 whole bulb of black garlic, flesh squeezed out </p>
<p>30g dill fronds, finely chopped </p>
<p>pinch of sea salt</p>
<p>1 lemon wedge and dill sprig, to decorate</p>
</div>, <div class=""recipe-sidebar__section__content"">
<h5>You will need:</h5>
<p>Muslin-lined sieve</p>
</div>]",https://thegreatbritishbakeoff.co.uk/wp-content/uploads/2020/10/200904_011B_SmokedSalmonSodaBread.jpg,https://thegreatbritishbakeoff.co.uk/wp-content/uploads/2020/09/Hermine-100x100.jpg
Mark’s Stout & Chocolate Soda Bread,Mark,1 large loaf,Easy,30 mins,30-40 mins,"[<div class=""recipe-sidebar__section__content"">
<h5>For the bread:</h5>
<p>50g unsalted butter </p>
<p>50g runny honey </p>
<p>80g light muscovado sugar</p>
<p>150ml stout </p>
<p>250g plain flour </p>
<p>250g coarse brown bread flour </p>
<p>30g unsweetened cocoa powder </p>
<p>2 tsp bicarbonate of soda </p>
<p>1 tsp salt</p>
<p>150g 70% dark chocolate chunks </p>
<p>200ml buttermilk </p>
</div>, <div class=""recipe-sidebar__section__content"">
<h5>For the butter:</h5>
<p>300ml double cream</p>
<p>¼ tsp sea salt flakes</p>
<p>1 red bird’s eye chilli, deseeded and finely chopped</p>
</div>, <div class=""recipe-sidebar__section__content"">
<h5>You will need:</h5>
<p>Muslin-lined sieve</p>
</div>]",https://thegreatbritishbakeoff.co.uk/wp-content/uploads/2020/10/200904_014B_GuinessChocolateSodaBread-1024x450.jpg,https://thegreatbritishbakeoff.co.uk/wp-content/uploads/2020/09/Mark-100x100.jpg
"Marc’s Ginger, Cherry & Pistachio Florentines",Marc,16,Needs skill,1 hr,18 mins,"[<div class=""recipe-sidebar__section__content"">
<h5>For the florentines:</h5>
<p>100g flaked almonds </p>
<p>65g pistachios, roughly chopped</p>
<p>75g unsalted butter</p>
<p>30g acacia honey</p>
<p>115g demerara sugar</p>
<p>40g plain flour</p>
<p>40ml double cream </p>
<p>Good pinch of salt</p>
<p>100g candied mixed peel, finely chopped </p>
<p>130g dried cherries</p>
<p>35g glacé ginger, finely chopped </p>
</div>, <div class=""recipe-sidebar__section__content"">
<h5>For the chocolate coating:</h5>
<p>300g ruby chocolate chips </p>
</div>, <div class=""recipe-sidebar__section__content"">
<h5>You will need:</h5>
<p>2 baking trays, lined with baking paper</p>
<p>6cm square biscuit cutter </p>
<p>2 barley impression mats </p>
</div>]",https://thegreatbritishbakeoff.co.uk/wp-content/uploads/2020/09/200903_009_GingerCherryPistachioFlorentines.jpg,https://thegreatbritishbakeoff.co.uk/wp-content/uploads/2020/09/Marc-100x100.jpg
Lottie’s Quarantine Florentines for Nana & Papa,Lottie,18,Needs skill,1 hr,8 - 10 mins,"[<div class=""recipe-sidebar__section__content"">
<h5>For the florentines:</h5>
<p>40g pistachios </p>
<p>60g dried sour cherries </p>
<p>60g crystallised ginger</p>
<p>20g plain flour </p>
<p>30g coconut flakes</p>
<p>120g flaked almonds </p>
<p>70g salted butter</p>
<p>120g light muscovado sugar </p>
<p>Pinch of salt </p>
<p>2 tbsp double cream</p>
</div>, <div class=""recipe-sidebar__section__content"">
<h5>To decorate:</h5>
<p>125g 54% dark chocolate, finely chopped</p>
<p>25g white chocolate, finely chopped </p>
</div>, <div class=""recipe-sidebar__section__content"">
<h5>You will need:</h5>
<p>Sugar thermometer</p>
<p>5cm round biscuit cutter, lightly oiled </p>
<p>3 large baking sheets lined with baking paper </p>
</div>]",https://thegreatbritishbakeoff.co.uk/wp-content/uploads/2020/09/200903_008_QuarantineFlorentines-1024x450.jpg,https://thegreatbritishbakeoff.co.uk/wp-content/uploads/2020/09/Lottie1-100x100.jpg
"Laura’s Milk Chocolate, Salted Caramel & Pecan Florentines",Laura,30,Easy,1 hr,12 mins,"[<div class=""recipe-sidebar__section__content"">
<h5>For the florentines:</h5>
<p>95g flaked almonds</p>
<p>75g pecans, finely chopped </p>
<p>55g candied mixed peel, finely chopped </p>
<p>75g flame raisins, chopped </p>
<p>20g plain flour</p>
<p>45g unsalted butter </p>
<p>75g light brown soft sugar</p>
<p>55g golden syrup</p>
<p>½ tsp fine sea salt </p>
</div>, <div class=""recipe-sidebar__section__content"">
<h5>To decorate:</h5>
<p>200g milk chocolate, chopped </p>
<p>100g 70% dark chocolate, chopped </p>
</div>, <div class=""recipe-sidebar__section__content"">
<h5>You will need:</h5>
<p>5cm round biscuit cutter, lightly oiled</p>
<p>4 large baking sheets, lined with baking paper (or 2 and bake in batches)</p>
<p>Sugar thermometer</p>
<p>Medium piping bag, fitted with a fine writing nozzle</p>
<p>Cocktail stick</p>
</div>]",https://thegreatbritishbakeoff.co.uk/wp-content/uploads/2020/09/200903_010A_SaltedCaramelPecanFlorentines.jpg,https://thegreatbritishbakeoff.co.uk/wp-content/uploads/2020/09/Laura-100x100.jpg
Peter’s Gluten-free Chocolate Orange Battenberg,Peter,8,Needs skill,1 hr 45 mins,25 mins,"[<div class=""recipe-sidebar__section__content"">
<h5>For the orange sponge:</h5>
<p>1 small, thin-skinned orange or 2 mandarins </p>
<p>2 eggs </p>
<p>65g caster sugar</p>
<p>35ml olive oil </p>
<p>¼ tsp orange food-colouring gel</p>
<p>65g ground almonds</p>
<p>25g gluten-free plain flour </p>
<p>¾ tsp gluten-free baking powder</p>
</div>, <div class=""recipe-sidebar__section__content"">
<h5>For the chocolate sponge:</h5>
<p>65g gluten-free plain flour </p>
<p>85g caster sugar</p>
<p>25g cocoa powder </p>
<p>½ tsp baking powder</p>
<p>Pinch of salt</p>
<p>1 egg </p>
<p>50ml whole milk </p>
<p>30ml olive oil </p>
<p>½ tsp vanilla extract </p>
<p>50ml boiling water</p>
</div>, <div class=""recipe-sidebar__section__content"">
<h5>For the candied orange slices:</h5>
<p>1 small, thin-skinned orange or 2 mandarins</p>
<p>50g caster sugar </p>
</div>, <div class=""recipe-sidebar__section__content"">
<h5>For the chocolate ganache:</h5>
<p>100g double cream </p>
<p>50g 54% dark chocolate, chopped </p>
</div>, <div class=""recipe-sidebar__section__content"">
<h5>For the marzipan:</h5>
<p>150g ground almonds</p>
<p>75g icing sugar, plus extra for dusting </p>
<p>75g caster sugar</p>
<p>50g pasteurized egg white</p>
<p>2 tsp cocoa powder </p>
<p>Zest of 1 unwaxed orange </p>
</div>, <div class=""recipe-sidebar__section__content"">
<h5>For the chocolate shards:</h5>
<p>75g 54% dark chocolate, chopped </p>
</div>, <div class=""recipe-sidebar__section__content"">
<h5>You will need:</h5>
<p>18cm x 25cm piece of 2-in-1 parchment and foil</p>
<p>18cm square cake tin, greased and lined with a single sheet of baking paper</p>
</div>]",https://thegreatbritishbakeoff.co.uk/wp-content/uploads/2020/09/GF-Chocolate-Orange-Battenberg.jpg,https://thegreatbritishbakeoff.co.uk/wp-content/uploads/2020/09/Peter-100x100.jpg
Mak’s East India Battenberg,Mak,12,Needs skill,1 hr 45 mins,20 - 25 mins,"[<div class=""recipe-sidebar__section__content"">
<h5>For the sponge:</h5>
<p>150g vegetable margarine spread </p>
<p>150g golden caster sugar</p>
<p>3 large eggs</p>
<p>150g self-raising flour </p>
<p>75g fine semolina</p>
<p>1 tsp baking powder</p>
<p>20ml whole milk </p>
<p>Finely grated zest of ½ unwaxed orange </p>
<p>¼ tsp orange food-colouring gel</p>
<p>½ tsp mixed spice </p>
<p>½ tsp ground ginger </p>
<p>50g drained stem ginger, finely chopped</p>
</div>, <div class=""recipe-sidebar__section__content"">
<h5>For the buttercream:</h5>
<p>75g unsalted butter, softened </p>
<p>100g icing sugar </p>
<p>15g cocoa powder </p>
<p>2 tsp whole milk </p>
</div>, <div class=""recipe-sidebar__section__content"">
<h5>For the marzipan:</h5>
<p>250g blanched and peeled pistachios </p>
<p>125g caster sugar</p>
<p>125g icing sugar, plus extra for dusting </p>
<p>2–3 tbsp pasteurized egg white </p>
<p>6 drops pistachio essence</p>
</div>, <div class=""recipe-sidebar__section__content"">
<h5>To decorate:</h5>
<p>50g icing sugar</p>
<p>Orange food-colouring gel</p>
<p>1 piece of stem ginger, cut into strips</p>
<p>1 small piece of candied orange peel, cut into strips </p>
</div>, <div class=""recipe-sidebar__section__content"">
<h5>You will need:</h5>
<p>23 x 33cm piece of 2-in-1 parchment and foil</p>
<p>23cm square cake tin, greased</p>
<p>Small paper piping bag </p>
</div>]",https://thegreatbritishbakeoff.co.uk/wp-content/uploads/2020/09/East-India-Battenberg-1024x450.jpg,https://thegreatbritishbakeoff.co.uk/wp-content/uploads/2020/09/Mak-100x100.jpg
Dave’s Chocolate Espresso Martini Battenberg,Dave,8-10,Needs skill,1 hr 45 mins,35 mins,"[<div class=""recipe-sidebar__section__content"">
<h5>For the sponge:</h5>
<p>180g unsalted butter </p>
<p>180g golden caster sugar </p>
<p>3 eggs, lightly beaten</p>
<p>150g self-raising flour </p>
<p>55g ground almonds </p>
<p>½ tsp baking powder</p>
<p>2 tbsp vodka </p>
<p>10g cocoa powder, sifted </p>
<p>2 tbsp coffee liqueur </p>
</div>, <div class=""recipe-sidebar__section__content"">
<h5>For the espresso jam:</h5>
<p>60ml espresso coffee</p>
<p>135g jam sugar</p>
<p>½ sheet platinum-grade leaf gelatine </p>
<p>15ml vodka </p>
<p>15ml coffee liqueur </p>
</div>, <div class=""recipe-sidebar__section__content"">
<h5>For the marzipan:</h5>
<p>95g icing sugar, plus extra for dusting</p>
<p>95g golden caster sugar </p>
<p>1 egg, beaten</p>
<p>1 tsp vodka </p>
<p>1 tsp coffee liqueur </p>
<p>180g ground almonds </p>
</div>, <div class=""recipe-sidebar__section__content"">
<h5>To decorate:</h5>
<p>15g 54% dark chocolate, finely chopped</p>
<p>6 coffee beans</p>
<p>A little gold leaf</p>
<p>Cocoa powder, for dusting </p>
</div>, <div class=""recipe-sidebar__section__content"">
<h5>You will need:</h5>
<p>20 x 30cm piece of 2-in-1 parchment and foil</p>
<p>20cm square cake tin, greased </p>
</div>]",https://thegreatbritishbakeoff.co.uk/wp-content/uploads/2020/09/Chocolate-Espresso-Martini-Battenberg.jpg,https://thegreatbritishbakeoff.co.uk/wp-content/uploads/2020/09/Dave-100x100.jpg
Yan’s Christmas Memories Cake Pops,Yan,20,Easy,1 hr 30 mins,15 mins,"[<div class=""recipe-sidebar__section__content"">
<h5>For the chocolate sponge:</h5>
<p>100g unsalted butter </p>
<p>100g 70% dark chocolate </p>
<p>1 tsp instant coffee powder</p>
<p>1 tsp vanilla essence</p>
<p>100g light brown soft sugar </p>
<p>2 small eggs </p>
<p>90ml soured cream</p>
<p>100g self-raising flour </p>
</div>, <div class=""recipe-sidebar__section__content"">
<h5>For the icing:</h5>
<p>25g unsalted butter, softened</p>
<p>50g icing sugar </p>
</div>, <div class=""recipe-sidebar__section__content"">
<h5>For the flavourings:</h5>
<p>½ tsp mint extract </p>
<p>1 tsp instant coffee powder</p>
<p>1 tsp ground ginger </p>
</div>, <div class=""recipe-sidebar__section__content"">
<h5>To decorate:</h5>
<p>250g green candy melts </p>
<p>mini star cake decorations </p>
<p>250g blue candy melts </p>
<p>snowflake sprinkles </p>
<p>mini snowmen cake decorations</p>
</div>, <div class=""recipe-sidebar__section__content"">
<h5>You will need:</h5>
<p>12-hole cupcake tin lined with 12 paper cases</p>
<p>14 lollipop sticks</p>
<p>2 x cake-pop stands or a block of polystyrene</p>
<p>small disposable piping bag</p>
</div>]",https://thegreatbritishbakeoff.co.uk/wp-content/uploads/2019/12/Christmas_Past_Cake_Pops_1024-1024x450.png,https://thegreatbritishbakeoff.co.uk/wp-content/uploads/2016/08/GBBO8-Baker-Portrait-Yan-928_l-100x100.jpg
Terry’s Penguin & Snowmen Cake Pops,Terry,24,Needs skill,1 hr 30 mins,15 mins,"[<div class=""recipe-sidebar__section__content"">
<h5>For the sponge:</h5>
<p>85g salted butter, softened</p>
<p>100g caster sugar</p>
<p>2 small egg whites</p>
<p>120g plain flour</p>
<p>½ tsp baking power</p>
<p>½ tsp vanilla extract</p>
<p>pinch of ground nutmeg</p>
<p>90ml advocaat</p>
<p>30ml whole milk</p>
</div>, <div class=""recipe-sidebar__section__content"">
<h5>For the eggnog icing:</h5>
<p>25g unsalted butter, softened</p>
<p>25g mascarpone cheese</p>
<p>150g icing sugar, sifted </p>
<p>pinch of ground nutmeg</p>
<p>1 tbsp advocaat </p>
</div>, <div class=""recipe-sidebar__section__content"">
<h5>For the decoration:</h5>
<p>250g white candy melts </p>
<p>125g black candy melts</p>
<p>1 x 190g bag mixed liquorice sweets </p>
<p>about 12 mini pretzels</p>
</div>, <div class=""recipe-sidebar__section__content"">
<h5>You will need:</h5>
<p>28 x 20cm traybake tin lined with baking paper </p>
<p>baking sheet lined with baking paper</p>
<p>24 lollipop sticks</p>
<p>cake-pop stand or a block of polystyrene </p>
</div>]",https://thegreatbritishbakeoff.co.uk/wp-content/uploads/2019/12/Carousel_Cake_Pops_1024_2-1024x450.png,https://thegreatbritishbakeoff.co.uk/wp-content/uploads/2018/08/New-Project-11-100x100.jpg
Steph’s Black Forest Chocolate Cake,Steph,16,Easy,1 hr 30 mins,35 mins,"[<div class=""recipe-sidebar__section__content"">
<h5>For the sponges:</h5>
<p>200g unsalted butter</p>
<p>200g 56% dark chocolate </p>
<p>5g instant espresso powder</p>
<p>110g plain flour, sifted </p>
<p>110g self-raising flour, sifted </p>
<p>25g cocoa</p>
<p>¼ tsp bicarbonate of soda </p>
<p>200g light muscovado sugar </p>
<p>200g golden caster sugar </p>
<p>3 large eggs </p>
<p>100ml buttermilk </p>
</div>, <div class=""recipe-sidebar__section__content"">
<h5>For the chocolate ganache:</h5>
<p>285g 56% dark chocolate </p>
<p>125ml double cream </p>
<p>220g unsalted butter </p>
</div>, <div class=""recipe-sidebar__section__content"">
<h5>For the cherry jam:</h5>
<p>250g frozen destoned cherries, defrosted </p>
<p>125g jam sugar </p>
<p>¾ tbsp lemon juice</p>
</div>, <div class=""recipe-sidebar__section__content"">
<h5>For the chocolate bark:</h5>
<p>50g 56% dark chocolate </p>
</div>, <div class=""recipe-sidebar__section__content"">
<h5>For the crème Chantilly:</h5>
<p>200ml double cream </p>
<p>1 tbsp icing sugar</p>
<p>1 tbsp kirsch</p>
</div>, <div class=""recipe-sidebar__section__content"">
<h5>To decorate:</h5>
<p>8 whole cherries, with stalks </p>
<p>1 sheet of edible gold leaf </p>
</div>, <div class=""recipe-sidebar__section__content"">
<h5>You will need:</h5>
<p>20cm sandwich tins x 3, greased and base-lined with baking paper</p>
<p>sugar thermometer </p>
<p>strip of baking paper measuring about 30 x 10cm</p>
<p>large piping bag fitted with a large open star nozzle </p>
</div>]",https://thegreatbritishbakeoff.co.uk/wp-content/uploads/2019/10/Black_Forest_Choc_Cake_1024x450_3.png,https://thegreatbritishbakeoff.co.uk/wp-content/uploads/2019/08/GBBO-Bakers-S10-Steph-1080-100x100.jpg
Rosie’s Filled Sablée Pastry Shells,Rosie,9,Challenging,"3 hrs, plus chilling",17 mins,"[<div class=""recipe-sidebar__section__content"">
<h5>For the sablée pastry:</h5>
<p>125g unsalted butter, softened</p>
<p>125g caster sugar</p>
<p>pinch of salt</p>
<p>250g plain flour, sifted</p>
<p>1 egg</p>
<p>½ tsp baking powder</p>
<p>½ tsp vanilla extract</p>
</div>, <div class=""recipe-sidebar__section__content"">
<h5>For the yuzu gelée:</h5>
<p>4 platinum-grade gelatine leaves</p>
<p>25ml yuzu juice </p>
<p>2½ tbsp caster sugar</p>
<p>yellow food-colouring paste</p>
</div>, <div class=""recipe-sidebar__section__content"">
<h5>For the raspberry &amp; mint crème pâtissière:</h5>
<p>4 egg yolks </p>
<p>15g plain flour</p>
<p>20g cornflour</p>
<p>50g caster sugar</p>
<p>250ml whole milk</p>
<p>200g raspberries</p>
<p>2 tsp raspberry gin </p>
<p>10 mint leaves </p>
</div>, <div class=""recipe-sidebar__section__content"">
<h5>For the lemon &amp; white chocolate bavarois:</h5>
<p>3 platinum-grade gelatine sheets</p>
<p>170ml whole milk</p>
<p>4 egg yolks </p>
<p>50g caster sugar</p>
<p>150g white chocolate, finely chopped</p>
<p>finely grated zest of 10 unwaxed lemons</p>
<p>150ml double cream</p>
</div>, <div class=""recipe-sidebar__section__content"">
<h5>For the lemon glaze:</h5>
<p>5 platinum-grade gelatine leaves</p>
<p>150g caster sugar</p>
<p>150g liquid glucose</p>
<p>50g white chocolate, finely chopped</p>
<p>100g condensed milk</p>
<p>1 tsp lemon extract</p>
<p>yellow food-colouring paste</p>
<p>1 sheet of silver leaf, to decorate</p>
</div>, <div class=""recipe-sidebar__section__content"">
<h5>You will need:</h5>
<p>tray of 9 silicone (4–5cm diameter) tartlet moulds</p>
<p>tray of 9 silicone (7cm diameter) hemisphere moulds </p>
<p>7–8cm pastry rings x 9</p>
<p>baking tray lined with baking paper</p>
<p>baking beans</p>
<p>cooking thermometer</p>
</div>]",https://thegreatbritishbakeoff.co.uk/wp-content/uploads/2019/10/Sablee_Pastry_Shells_1024x450_3.png,https://thegreatbritishbakeoff.co.uk/wp-content/uploads/2019/08/GBBO-Bakers-S10-Rosie-1080-100x100.jpg
